id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Citations>,weight<Norm. citations>,score<Pub. year>,score<Citations>,score<Norm. citations>
259,zhang (2024a),"<table><tr><td>Authors:</td><td>zhang, shihao; yang, wenting; mou, haonan; pei, zhaodi; li, fangyi; wu, xia</td></tr><tr><td>Title:</td><td>an overview of brain fingerprint identification based on various neuroimaging technologies</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 16(1), 151-164</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tcds.2023.3314155,0.6679,0.0142,2,245,414,15,2.8013,2024,15,2.8013
260,upadhyay (2012),"<table><tr><td>Authors:</td><td>upadhyay, r.; kankar, p. k.; padhy, p. k.; gupta, v. k.</td></tr><tr><td>Title:</td><td>extraction and classification of electroencephalogram signals</td></tr><tr><td>Source:</td><td>2012 ieee international conference on computational intelligence and, 135-138</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",,-0.5155,0.1185,1,161,198,0,0,2012,0,0
261,alvarez-jimenez (2024),"<table><tr><td>Authors:</td><td>alvarez-jimenez, mayra; calle-jimenez, tania; hernandez-alvarez, myriam</td></tr><tr><td>Title:</td><td>a comprehensive evaluation of features and simple machine learning algorithms for electroencephalographic-based emotion recognition</td></tr><tr><td>Source:</td><td>applied sciences-basel, 14(6)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.3390/app14062228,1.0831,0.0104,2,165,315,6,1.1205,2024,6,1.1205
264,gao (2025),"<table><tr><td>Authors:</td><td>gao, yunyuan; xue, yunfeng; gao, jian</td></tr><tr><td>Title:</td><td>emotion recognition from multichannel eeg signals based on low-rank subspace self-representation features</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 99</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.bspc.2024.106877,1.0694,0.0681,2,170,363,9,4.503,2025,9,4.503
267,li (2025a),"<table><tr><td>Authors:</td><td>li, wei; wang, siyi; shao, shitong; huang, kaizhu</td></tr><tr><td>Title:</td><td>distillation-based domain generalization for cross-dataset eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on emerging topics in computational intelligence, 9(3), 2474-2490</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tetci.2024.3449926,1.064,-0.1509,2,225,667,5,2.5017,2025,5,2.5017
269,brodu (2012),"<table><tr><td>Authors:</td><td>brodu, nicolas; lotte, fabien; lecuyer, anatole</td></tr><tr><td>Title:</td><td>exploring two novel features for eeg-based brain-computer interfaces: multifractal cumulants and predictive complexity</td></tr><tr><td>Source:</td><td>neurocomputing, 79, 87-94</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",https://doi.org/10.1016/j.neucom.2011.10.010,-0.8672,-0.0976,1,220,438,47,1.2926,2012,47,1.2926
275,javaid (2022),"<table><tr><td>Authors:</td><td>javaid, h.; manor, r.; kumarnsit, e.; chatpun, s.</td></tr><tr><td>Title:</td><td>decision tree in working memory task effectively characterizes eeg signals in healthy aging adults</td></tr><tr><td>Source:</td><td>irbm, 43(6), 705-714</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.irbm.2021.12.001,-0.0438,0.4949,3,130,171,9,0.6292,2022,9,0.6292
281,xu (2023a),"<table><tr><td>Authors:</td><td>xu, guiying; wang, zhenyu; zhao, xi; li, ruxue; zhou, ting; xu, tianheng; hu, honglin</td></tr><tr><td>Title:</td><td>attentional state classification using amplitude and phase feature extraction method based on filter bank and riemannian manifold</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 31, 4402-4412</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/tnsre.2023.3329482,-0.4644,-0.3144,1,224,332,8,0.7243,2023,8,0.7243
289,mcdermott (2023),"<table><tr><td>Authors:</td><td>mcdermott, eric j.; metsomaa, johanna; belardinelli, paolo; grosse-wentrup, moritz; ziemann, ulf; zrenner, christoph</td></tr><tr><td>Title:</td><td>predicting motor behavior: an efficient eeg signal processing pipeline to detect brain states with potential therapeutic relevance for vr-based neurorehabilitation</td></tr><tr><td>Source:</td><td>virtual reality, 27(1), 347-369</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1007/s10055-021-00538-x,-0.3391,0.1107,1,183,242,17,1.5392,2023,17,1.5392
295,su (2022),"<table><tr><td>Authors:</td><td>su, enze; cai, siqi; xie, longhan; li, haizhou; schultz, tanja</td></tr><tr><td>Title:</td><td>stanet: a spatiotemporal attention network for decoding auditory spatial attention from eeg</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 69(7), 2233-2242</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tbme.2022.3140246,-0.6008,-0.3312,1,221,358,133,9.2988,2022,133,9.2988
310,shen (2021),"<table><tr><td>Authors:</td><td>shen, jian; zhang, xiaowei; huang, xiao; wu, manxi; gao, jin; lu, dawei; ding, zhijie; hu, bin</td></tr><tr><td>Title:</td><td>an optimal channel selection for eeg-based depression detection via kernel-target alignment</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 25(7), 2545-2556</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/jbhi.2020.3045718,0.4031,0.0245,2,226,308,102,6.0068,2021,102,6.0068
317,sigsgaard (2024),"<table><tr><td>Authors:</td><td>sigsgaard, gustav munk; gu, ying</td></tr><tr><td>Title:</td><td>improving the generalization of patient non-specific model for epileptic seizure detection</td></tr><tr><td>Source:</td><td>biomedical physics & engineering express, 10(1)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1088/2057-1976/ad097f,-0.0383,0.523,3,120,176,6,1.1205,2024,6,1.1205
318,cattai (2021),"<table><tr><td>Authors:</td><td>cattai, tiziana; colonnese, stefania; corsi, marie-constance; bassett, danielle s.; scarano, gaetano; fallani, fabrizio de vico</td></tr><tr><td>Title:</td><td>phase/amplitude synchronization of brain signals during motor imagery bci tasks</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 29, 1168-1177</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/tnsre.2021.3088637,-0.5837,-0.1153,1,207,326,26,1.5312,2021,26,1.5312
323,colafiglio (2024),"<table><tr><td>Authors:</td><td>colafiglio, tommaso; lombardi, angela; sorino, paolo; brattico, elvira; lofu, domenico; danese, danilo; di sciascio, eugenio; di noia, tommaso; narducci, fedelucio</td></tr><tr><td>Title:</td><td>neurosense: a novel eeg dataset utilizing low-cost, sparse electrode devices for emotion exploration</td></tr><tr><td>Source:</td><td>ieee access, 12, 159296-159315</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/access.2024.3487932,1.093,-0.007,2,199,547,3,0.5603,2024,3,0.5603
325,kuruppu (2026),"<table><tr><td>Authors:</td><td>kuruppu, gayal; wagh, neeraj; kremen, vaclav; varatharajah, yogatheesan</td></tr><tr><td>Title:</td><td>eeg foundation models: a critical review of current progress and future directions</td></tr><tr><td>Source:</td><td>journal of neural engineering, 23(2)</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1088/1741-2552/ae4455,0.4064,-0.1324,4,263,513,1,3.977,2026,1,3.977
330,xu (2024a),"<table><tr><td>Authors:</td><td>xu, jiacan; li, donglin; zhou, peng; zhang, yuxian; wang, zinan; ma, dazhong</td></tr><tr><td>Title:</td><td>a relation feature comparison network for cross-domain recognition of motion intention</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 73</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tim.2024.3420350,-0.357,-0.3888,4,261,567,4,0.747,2024,4,0.747
332,ko (2019),"<table><tr><td>Authors:</td><td>ko, li-wei; komarov, oleksii; lin, shih-chuan</td></tr><tr><td>Title:</td><td>enhancing the hybrid bci performance with the common frequency pattern in dual-channel eeg</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 27(7), 1360-1369</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/tnsre.2019.2920748,-0.8781,-0.2322,1,221,461,21,0.9979,2019,21,0.9979
340,yue (2026),"<table><tr><td>Authors:</td><td>yue, hao; ruan, hengrui; zhao, yawu</td></tr><tr><td>Title:</td><td>lmsa-net: a lightweight multi-scale attention network for eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>biomedical physics & engineering express, 12(1)</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1088/2057-1976/ae3763,0.9149,-0.1961,2,244,758,0,0,2026,0,0
344,sen (2025),"<table><tr><td>Authors:</td><td>sen, ovishake; soni, raghav; virmani, darpan; parekh, akshar; lehman, patrick; jena, sarthak; katikhaneni, adithi; khalifa, adam; chatterjee, baibhab</td></tr><tr><td>Title:</td><td>a low-latency neural inference framework for real-time handwriting recognition from eeg signals on an edge device</td></tr><tr><td>Source:</td><td>scientific reports, 15(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1038/s41598-025-24972-y,0.0701,-0.1538,4,154,251,1,0.5003,2025,1,0.5003
345,gao (2022),"<table><tr><td>Authors:</td><td>gao, junfeng; min, xiangde; kang, qianruo; si, huifang; zhan, huimiao; manyande, anne; tian, xuebi; dong, yinhong; zheng, hua; song, jian</td></tr><tr><td>Title:</td><td>effective connectivity in cortical networks during deception: a lie detection study based on eeg</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 26(8), 3755-3766</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/jbhi.2022.3172994,-0.2061,0.0338,1,153,195,14,0.9788,2022,14,0.9788
349,ma (2025a),"<table><tr><td>Authors:</td><td>ma, fei; yuan, yucheng; xie, yifan; ren, hongwei; liu, ivan; he, ying; ren, fuji; yu, fei richard; ni, shiguang</td></tr><tr><td>Title:</td><td>generative technology for human emotion recognition: a scoping review</td></tr><tr><td>Source:</td><td>information fusion, 115</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.inffus.2024.102753,1.0836,-0.0361,2,200,520,10,5.0034,2025,10,5.0034
350,li (2025b),"<table><tr><td>Authors:</td><td>li, mingjie; huang, heming; huang, kedi</td></tr><tr><td>Title:</td><td>fcanet: a novel feature fusion approach to eeg emotion recognition based on cross-attention networks</td></tr><tr><td>Source:</td><td>neurocomputing, 638</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.neucom.2025.130102,1.1897,-0.0989,2,197,599,9,4.503,2025,9,4.503
354,wei (2022),"<table><tr><td>Authors:</td><td>wei, yuxuan; li, jie; ji, hongfei; jin, lingjing; liu, lingyu; bai, zhongfei; ye, chen</td></tr><tr><td>Title:</td><td>a semi-supervised progressive learning algorithm for brain-computer interface</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 30, 2067-2076</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3192448,-0.3129,-0.233,4,283,504,5,0.3496,2022,5,0.3496
355,smit (2021),"<table><tr><td>Authors:</td><td>smit, dirk j. a.; andreassen, ole a.; boomsma, dorret i.; burwell, scott j.; chorlian, david b.; de geus, eco j. c.; elvsashagen, torbjorn; gordon, reyna l.; harper, jeremy; hegerl, ulrich; hensch, tilman; iacono, william g.; jawinski, philippe; jonsson, erik g.; luykx, jurjen j.; magne, cyrille l.; malone, stephen m.; medland, sarah e.; meyers, jacquelyn l.; moberget, torgeir; porjesz, bernice; sander, christian; sisodiya, sanjay m.; thompson, paul m.; van beijsterveldt, catharina e. m.; van dellen, edwin; via, marc; wright, margaret j.</td></tr><tr><td>Title:</td><td>large-scale collaboration in enigma-eeg: a perspective on the meta-analytic approach to link neurological and psychiatric liability genes to electrophysiological brain activity</td></tr><tr><td>Source:</td><td>brain and behavior, 11(8)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1002/brb3.2188,-0.0357,-0.0217,4,155,198,24,1.4134,2021,24,1.4134
356,li (2019b),"<table><tr><td>Authors:</td><td>li, yang; cui, wei-gang; huang, hui; guo, yu-zhu; li, ke; tan, tao</td></tr><tr><td>Title:</td><td>epileptic seizure detection in eeg signals using sparse multiscale radial basis function networks and the fisher vector approach</td></tr><tr><td>Source:</td><td>knowledge-based systems, 164, 96-106</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1016/j.knosys.2018.10.029,-0.2802,0.9052,3,74,262,115,5.4648,2019,115,5.4648
359,jin (2024),"<table><tr><td>Authors:</td><td>jin, jiarui; chen, zongnan; cai, honghua; pan, jiahui</td></tr><tr><td>Title:</td><td>affective eeg-based person identification with continual learning</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 73</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tim.2024.3406836,0.6198,-0.1622,2,230,340,3,0.5603,2024,3,0.5603
360,zhang (2022b),"<table><tr><td>Authors:</td><td>zhang, shang; liu, guangda; xiao, ruolan; cui, wenjie; cai, jing; hu, xinlei; sun, yubing; qiu, jiqing; qi, yuan</td></tr><tr><td>Title:</td><td>a combination of statistical parameters for epileptic seizure detection and classification using vmd and nltwsvm</td></tr><tr><td>Source:</td><td>biocybernetics and biomedical engineering, 42(1), 258-272</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.bbe.2022.02.004,-0.2196,0.8699,3,84,217,25,1.7479,2022,25,1.7479
364,jiao (2019),"<table><tr><td>Authors:</td><td>jiao, yong; zhang, yu; chen, xun; yin, erwei; jin, jing; wang, xingyu; cichocki, andrzej</td></tr><tr><td>Title:</td><td>sparse group representation model for motor imagery eeg classification</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 23(2), 631-641</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/jbhi.2018.2832538,-0.8765,-0.2166,1,249,667,159,7.5557,2019,159,7.5557
367,kim (2021),"<table><tr><td>Authors:</td><td>kim, sun-hee; yang, hyung-jeong; nguyen, ngoc anh thi; lee, seong-whan</td></tr><tr><td>Title:</td><td>asemo: automatic approach for eeg-based multiple emotional state identification</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 25(5), 1508-1518</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/jbhi.2020.3032678,0.4681,-0.1734,2,347,793,16,0.9422,2021,16,0.9422
368,handiru (2017),"<table><tr><td>Authors:</td><td>handiru, vikram shenoy; vinod, a. p.; keng, ang kai; chew, effie; guan, cuntai</td></tr><tr><td>Title:</td><td>effects of transcranial direct current stimulation on the motor-imagery brain-computer interface for stroke recovery: an eeg source-space study</td></tr><tr><td>Source:</td><td>2017 ieee international conference on systems, man, and cybernetics, 2322-2327</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",,-0.6346,-0.2109,1,246,378,3,0.0932,2017,3,0.0932
373,bian (2024),"<table><tr><td>Authors:</td><td>bian, doudou; ma, yue; huang, jiayin; xu, dongyang; wang, zhi; cai, shengsheng; wang, jiajun; hu, nan</td></tr><tr><td>Title:</td><td>deep-learning-based motor imagery eeg classification by exploiting the functional connectivity of cortical source imaging</td></tr><tr><td>Source:</td><td>signal image and video processing, 18(4), 2991-3007</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1007/s11760-023-02965-6,-0.1747,-0.2047,4,310,569,7,1.3073,2024,7,1.3073
375,atheef g a (2026),"<table><tr><td>Authors:</td><td>atheef g a, mohammed; powar, omkar s.</td></tr><tr><td>Title:</td><td>estimating cognitive workload in robot assisted surgery using time and frequency features from eeg epochs with random forest regression</td></tr><tr><td>Source:</td><td>scientific reports, 16(1)</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1038/s41598-026-35986-5,-0.0247,0.1389,3,191,270,0,0,2026,0,0
380,aslam (2019),"<table><tr><td>Authors:</td><td>aslam, abdul rehman; bin altaf, muhammad awais</td></tr><tr><td>Title:</td><td>an 8 channel patient specific neuromorphic processor for the early screening of autistic children through emotion detection</td></tr><tr><td>Source:</td><td>2019 ieee international symposium on circuits and systems (iscas)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",,1.118,0.0127,2,178,323,20,0.9504,2019,20,0.9504
390,chu (2024),"<table><tr><td>Authors:</td><td>chu, chao; zhu, lei; huang, aiai; xu, ping; ying, nanjiao; zhang, jianhai</td></tr><tr><td>Title:</td><td>transfer learning with data alignment and optimal transport for eeg based motor imagery classification</td></tr><tr><td>Source:</td><td>journal of neural engineering, 21(1)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1088/1741-2552/ad1f7a,-0.2496,-0.2343,1,274,439,7,1.3073,2024,7,1.3073
